#frame,timestamp,world_timestamp,transform.x,transform.y,transform.z,accelerometer.x,accelerometer.y,accelerometer.z,gyroscope.x,gyroscope.y,gyroscope.z,compass
8,1.954726972617209,16780961.4806162,88.71004486083984,237.42999267578125,2.8996472358703613,-0.0004274174862075597,0.00017132361244875938,9.811287879943848,0.0005069205653853714,0.0005109533085487783,0.00047399383038282394,4.712395668029785
10,1.966726972721517,16780963.0665233,88.71004486083984,237.42999267578125,2.897883176803589,2464210.5,6595261.5,-80584.9375,0.00044834770960733294,0.0005221284227445722,0.0004943138337694108,4.712395668029785
11,1.9727269727736712,16780963.3179858,88.71004486083984,237.42999267578125,2.896472215652466,0.0009905350161716342,0.00015959827578626573,19.614978790283203,0.0004858275642618537,0.0005568049382418394,0.0005056778900325298,4.712395668029785
12,1.9787269728258252,16780963.5686203,88.71004486083984,237.42999267578125,2.8947081565856934,-0.0007081437506712973,0.00013624411076307297,0.005625958554446697,0.0004794063279405236,0.0005558694247156382,0.0005335350288078189,4.712395668029785
13,1.9847269728779793,16780963.8012467,88.71004486083984,237.42999267578125,2.8925914764404297,0.00020912205218337476,0.0004051739233545959,0.01556616835296154,0.000497509550768882,0.0004949143622070551,0.0004980227677151561,4.712395668029785
14,1.9907269729301333,16780964.0463881,88.71004486083984,237.42999267578125,2.8901216983795166,-0.0003264356928411871,0.000653289956972003,0.000258793996181339,0.00048757600598037243,0.000532156671397388,0.000553084013517946,4.712395668029785
15,1.9967269729822874,16780964.2990027,88.71004486083984,237.42999267578125,2.887299060821533,2.581956869107671e-05,0.00017795978055801243,0.00934333074837923,0.00047489654389210045,0.0004936555633321404,0.0005429400480352342,4.712395668029785
16,2.0027269730344415,16780964.532671,88.71004486083984,237.42999267578125,2.8841240406036377,-0.0005924946162849665,-0.0003528278321027756,0.01980828307569027,0.0004586571012623608,0.00047248596092686057,0.000473664200399071,4.712395668029785
17,2.0087269730865955,16780964.8080763,88.71004486083984,237.42999267578125,2.880596160888672,0.0002012668555835262,0.00019694889488164335,0.010311614722013474,0.0005117713590152562,0.0005349180428311229,0.000538481108378619,4.712395668029785
18,2.0147269731387496,16780965.0470667,88.71004486083984,237.42999267578125,2.8767154216766357,0.0010351829696446657,0.0006039885338395834,0.00028560133068822324,0.00050079554785043,0.00046378455590456724,0.000530268473085016,4.712395668029785
19,2.0207269731909037,16780965.3042247,88.71004486083984,237.42999267578125,2.87248158454895,-2.0346002202131785e-05,6.800228584324941e-05,0.010310564190149307,0.00045542308362200856,0.000526716117747128,0.0004814540152437985,4.712395668029785
20,2.0267269732430577,16780965.5457579,88.71004486083984,237.42999267578125,2.8678953647613525,0.0004764373879879713,-0.00030532016535289586,0.024587271735072136,0.0005037408554926515,0.0005193278775550425,0.00046027766074985266,4.712395668029785
21,2.032726973295212,16780965.8141912,88.71004486083984,237.42999267578125,2.8629562854766846,0.0006179027259349823,0.0004951305454596877,-0.0049576363526284695,0.0004959760699421167,0.0005299017066136003,0.0004781760217156261,4.712395668029785
22,2.038726973347366,16780966.0621039,88.71004486083984,237.42999267578125,2.857664108276367,-0.0009168904507532716,-0.0004893492441624403,0.01581609807908535,0.0005019807140342891,0.000507874705363065,0.0005165289621800184,4.712395668029785
23,2.04472697339952,16780966.3302155,88.71004486083984,237.42999267578125,2.8520193099975586,0.0006822745781391859,0.00025826445198617876,0.009899428114295006,0.00045068562030792236,0.00048748476547189057,0.0005094797816127539,4.712395668029785
24,2.050726973451674,16780966.6018827,88.71004486083984,237.42999267578125,2.8460216522216797,-0.0004293167148716748,-0.0005370069411583245,0.009981281124055386,0.0004637708480004221,0.00048563280142843723,0.0004508748825173825,4.712395668029785
25,2.056726973503828,16780966.8671558,88.71004486083984,237.42999267578125,2.8396713733673096,0.0010765237966552377,0.0004166364960838109,0.009773560799658298,0.0004529592697508633,0.0004945928230881691,0.0004750704683829099,4.712395668029785
26,2.062726973555982,16780967.1378293,88.71004486083984,237.42999267578125,2.83296799659729,-0.0007408347446471453,0.00021454594389069825,0.010372833348810673,0.0005146797047927976,0.0005130348145030439,0.0005268583190627396,4.712395668029785
27,2.068726973608136,16780967.3963245,88.71004486083984,237.42999267578125,2.8259119987487793,-0.0003851292422041297,-0.0004999127122573555,0.009853838942945004,0.0004684671002905816,0.0005010665627196431,0.0004544448747765273,4.712395668029785
28,2.0747269736602902,16780967.6597653,88.71004486083984,237.42999267578125,2.8185033798217773,-0.0004001337510999292,-0.0005246828659437597,0.008778870105743408,0.0004681666905526072,0.0005363136297091842,0.00045828730799257755,4.712395668029785
29,2.0807269737124443,16780967.9252677,88.71004486083984,237.42999267578125,2.810741424560547,-0.000591970281675458,-0.0002791688311845064,0.005059405695647001,0.0004956941120326519,0.0005384116666391492,0.0005796273471787572,4.712395668029785
30,2.0867269737645984,16780968.2063793,88.71004486083984,237.42999267578125,2.8026270866394043,0.00039383029798045754,0.00035083029069937766,0.01577553153038025,0.000513831852003932,0.0005342798540368676,0.0005084490403532982,4.712395668029785
31,2.0927269738167524,16780968.4612187,88.71004486083984,237.42999267578125,2.7941601276397705,-0.0006088021327741444,0.0002848974254447967,0.015441575087606907,0.0004797602305188775,0.00048311727005057037,0.0004935925244353712,4.712395668029785
32,2.0987269738689065,16780968.7433568,88.71004486083984,237.42999267578125,2.785339832305908,-0.00023975757358130068,-0.0006943358457647264,-0.00039846065919846296,0.0005328395054675639,0.0004961549420841038,0.0005213309777900577,4.712395668029785
33,2.1047269739210606,16780968.9987596,88.71004486083984,237.42999267578125,2.776167154312134,-0.0006649501156061888,-0.0006481923628598452,0.014279622584581375,0.0005126880132593215,0.000534544640686363,0.0004510230210144073,4.712395668029785
34,2.1107269739732146,16780969.2873401,88.71004486083984,237.42999267578125,2.766641855239868,-0.000761644565500319,-0.00012038146087434143,0.015875505283474922,0.00044944320688955486,0.0004648624162655324,0.00048301677452400327,4.712395668029785
35,2.1167269740253687,16780969.5386658,88.71004486083984,237.42999267578125,2.756763219833374,-6.111402763053775e-05,2.3363247237284668e-05,-0.0007598227239213884,0.0004778348084073514,0.00046130691771395504,0.0005103723960928619,4.712395668029785
36,2.1227269740775228,16780969.8274949,88.71004486083984,237.42999267578125,2.7465319633483887,0.0003752179036382586,-0.0007138800574466586,0.015500145964324474,0.0005171066732145846,0.0004883183864876628,0.0004886307870037854,4.712395668029785
37,2.128726974129677,16780970.0945007,88.71004486083984,237.42999267578125,2.735948085784912,-0.000272033124929294,0.00046018933062441647,0.013605231419205666,0.000501669361256063,0.00047216989332810044,0.0004983526305295527,4.712395668029785
38,2.134726974181831,16780970.3823037,88.71004486083984,237.42999267578125,2.7250113487243652,-0.0007407574448734522,0.0006597351166419685,-0.00047784324851818383,0.000554166326764971,0.0004863901122007519,0.0005070752813480794,4.712395668029785
39,2.140726974233985,16780970.6361267,88.71004486083984,237.42999267578125,2.713721513748169,4.05208847951144e-05,-5.7298970205010846e-05,0.01540729682892561,0.0004764958575833589,0.000491499959025532,0.0004892747383564711,4.712395668029785
40,2.146726974286139,16780970.9224218,88.71004486083984,237.42999267578125,2.7020792961120605,-0.00045829781447537243,-0.00013611996837425977,0.01462376955896616,0.0005161942099221051,0.0005492179770953953,0.00046832143561914563,4.712395668029785
41,2.152726974338293,16780971.1881114,88.71004486083984,237.42999267578125,2.690411329269409,0.0006931771640665829,9.762166882865131e-05,9.095252990722656,0.0005182253662496805,0.0005112082581035793,0.0004908696282655001,4.712395668029785
42,2.158726974390447,16780971.4789557,88.71004486083984,237.42999267578125,2.6798095703125,0.00019962771330028772,0.0002063317078864202,39.425636291503906,0.00048321436042897403,0.0005040066898800433,0.0004979615332558751,4.712395668029785
43,2.164726974442601,16780971.7729894,88.71004486083984,237.42999267578125,2.670163631439209,-0.00018646089301910251,-0.0005565400933846831,36.35953140258789,0.0004740345466416329,0.0005428635631687939,0.0005314239533618093,4.712395668029785
44,2.1707269744947553,16780972.0704588,88.71004486083984,237.42999267578125,2.6613993644714355,-0.0005255629657767713,6.590214616153389e-05,34.31010818481445,0.0004977711942046881,0.00045985745964571834,0.0004970047739334404,4.712395668029785
45,2.1767269745469093,16780972.3560301,88.71004486083984,237.42999267578125,2.6534509658813477,0.0008069336181506515,-0.0002754766901489347,32.46027374267578,0.00045458099339157343,0.0005092784995213151,0.000523633323609829,4.712395668029785
46,2.1827269745990634,16780972.6412183,88.71004486083984,237.42999267578125,2.646253824234009,-0.0006475478294305503,-0.00038993844646029174,30.689001083374023,0.000523726106621325,0.0004360260209068656,0.0005089725600555539,4.712395668029785
47,2.1887269746512175,16780972.9392757,88.71004486083984,237.42999267578125,2.6397507190704346,-0.0004168207524344325,4.201591218588874e-05,29.074745178222656,0.0004549389414023608,0.00048228391096927226,0.0005047593149356544,4.712395668029785
48,2.1947269747033715,16780973.2162241,88.71004486083984,237.42999267578125,2.6338863372802734,-0.0003185975656379014,0.0013094983296468854,27.565311431884766,0.0005165778566151857,0.00043642125092446804,0.0005070840124972165,4.712395668029785
49,2.2007269747555256,16780973.5139741,88.71004486083984,237.42999267578125,2.628610372543335,-0.0003795575175900012,-0.00015583961794618517,26.154857635498047,0.000484915217384696,0.00048616662388667464,0.00047039048513397574,4.712395668029785
50,2.2067269748076797,16780973.7940688,88.71004486083984,237.42999267578125,2.6238765716552734,0.0009213213925249875,-6.225095421541482e-05,24.859577178955078,0.0004910037969239056,0.000493582512717694,0.0004384600033517927,4.712395668029785
51,2.2127269748598337,16780974.1154109,88.71004486083984,237.42999267578125,2.619640827178955,0.00036085606552660465,0.0001929104037117213,23.649892807006836,0.0004888770054094493,0.00045231584226712584,0.0005099778645671904,4.712395668029785
52,2.218726974911988,16780974.4071929,88.71004486083984,237.42999267578125,2.615863084793091,-0.0002962783328257501,-2.3620752472197637e-05,22.530790328979492,0.0005199899896979332,0.0004780025046784431,0.0004938654019497335,4.712395668029785
53,2.224726974964142,16780974.7273355,88.71004486083984,237.42999267578125,2.6125054359436035,-0.000750418403185904,0.00041662476724013686,21.484861373901367,0.0005305701051838696,0.0005128849297761917,0.0005286190425977111,4.712395668029785
54,2.230726975016296,16780975.0154551,88.71004486083984,237.42999267578125,2.6095335483551025,0.000770860759075731,-0.0001833355927374214,20.524188995361328,0.0004987490829080343,0.00048731983406469226,0.0004617667000275105,4.712395668029785
55,2.23672697506845,16780975.3248429,88.71004486083984,237.42999267578125,2.606915235519409,-0.0004068603157065809,0.0005925526493228972,19.625118255615234,0.00045670088729821146,0.0005117699620313942,0.0004780764284078032,4.712395668029785
56,2.242726975120604,16780975.6134954,88.71004486083984,237.42999267578125,2.604620933532715,-0.0009229285642504692,-0.000515859923325479,18.815095901489258,0.0005069990293122828,0.0005354346358217299,0.000445014942670241,4.712395668029785
57,2.248726975172758,16780975.9142152,88.71004486083984,237.42999267578125,2.6026222705841064,0.0005542737198993564,-0.00034599678474478424,18.024988174438477,0.00053965556435287,0.00047499759239144623,0.00047939756768755615,4.712395668029785
58,2.254726975224912,16780976.1978592,88.71004486083984,237.42999267578125,2.6008946895599365,0.0001237782562384382,-0.0003678191569633782,17.33502769470215,0.0004915017634630203,0.0005401404341682792,0.0005263707716949284,4.712395668029785
