#frame,timestamp,world_timestamp,location.x,location.y,location.z,rotation.pitch,rotation.yaw,rotation.roll,latitude,longitude,altitude
39,2.140726974233985,16780970.6361267,88.71004486083984,237.42999267578125,2.713721513748169,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.713721513748169
40,2.146726974286139,16780970.9224218,88.71004486083984,237.42999267578125,2.7020792961120605,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.7020792961120605
41,2.152726974338293,16780971.1881114,88.71004486083984,237.42999267578125,2.690411329269409,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.690411329269409
42,2.158726974390447,16780971.4789557,88.71004486083984,237.42999267578125,2.6798095703125,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6798095703125
43,2.164726974442601,16780971.7729894,88.71004486083984,237.42999267578125,2.670163631439209,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.670163631439209
44,2.1707269744947553,16780972.0704588,88.71004486083984,237.42999267578125,2.6613993644714355,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6613993644714355
45,2.1767269745469093,16780972.3560301,88.71004486083984,237.42999267578125,2.6534509658813477,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6534509658813477
46,2.1827269745990634,16780972.6412183,88.71004486083984,237.42999267578125,2.646253824234009,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.646253824234009
47,2.1887269746512175,16780972.9392757,88.71004486083984,237.42999267578125,2.6397507190704346,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6397507190704346
48,2.1947269747033715,16780973.2162241,88.71004486083984,237.42999267578125,2.6338863372802734,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6338863372802734
49,2.2007269747555256,16780973.5139741,88.71004486083984,237.42999267578125,2.628610372543335,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.628610372543335
50,2.2067269748076797,16780973.7940688,88.71004486083984,237.42999267578125,2.6238765716552734,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6238765716552734
51,2.2127269748598337,16780974.1154109,88.71004486083984,237.42999267578125,2.619640827178955,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.619640827178955
52,2.218726974911988,16780974.4071929,88.71004486083984,237.42999267578125,2.615863084793091,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.615863084793091
53,2.224726974964142,16780974.7273355,88.71004486083984,237.42999267578125,2.6125054359436035,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6125054359436035
54,2.230726975016296,16780975.0154551,88.71004486083984,237.42999267578125,2.6095335483551025,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6095335483551025
55,2.23672697506845,16780975.3248429,88.71004486083984,237.42999267578125,2.606915235519409,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.606915235519409
56,2.242726975120604,16780975.6134954,88.71004486083984,237.42999267578125,2.604620933532715,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.604620933532715
57,2.248726975172758,16780975.9142152,88.71004486083984,237.42999267578125,2.6026222705841064,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6026222705841064
58,2.254726975224912,16780976.1978592,88.71004486083984,237.42999267578125,2.6008946895599365,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6008946895599365
59,2.2607269752770662,16780976.4978993,88.71004486083984,237.42999267578125,2.5994136333465576,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.5994136333465576
60,2.2667269753292203,16780976.8093142,88.71004486083984,237.42999267578125,2.5981578826904297,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.5981578826904297
61,2.2727269753813744,16780977.0969915,88.71004486083984,237.42999267578125,2.59710693359375,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.59710693359375
62,2.2787269754335284,16780977.3962927,88.71004486083984,237.42999267578125,2.5962419509887695,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.5962419509887695
63,2.2847269754856825,16780977.6729375,88.71004486083984,237.42999267578125,2.595546245574951,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.595546245574951
64,2.2907269755378366,16780977.9805076,88.71004486083984,237.42999267578125,2.595003366470337,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.595003366470337
65,2.2967269755899906,16780978.2573831,88.71004486083984,237.42999267578125,2.5945985317230225,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.5945985317230225
66,2.3027269756421447,16780978.5562654,88.71004486083984,237.42999267578125,2.5943191051483154,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.5943191051483154
67,2.3087269756942987,16780978.8383748,88.71004486083984,237.42999267578125,2.5941519737243652,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.5941519737243652
68,2.314726975746453,16780979.1355933,88.71004486083984,237.42999267578125,2.594085216522217,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.594085216522217
69,2.320726975798607,16780979.4170569,88.71004486083984,237.42999267578125,2.594109058380127,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.594109058380127
70,2.326726975850761,16780979.7079867,88.71004486083984,237.42999267578125,2.5942137241363525,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.5942137241363525
71,2.332726975902915,16780980.0018973,88.71004486083984,237.42999267578125,2.5943899154663086,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.5943899154663086
72,2.338726975955069,16780980.2945054,88.71004486083984,237.42999267578125,2.5946297645568848,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.5946297645568848
73,2.344726976007223,16780980.582012,88.71004486083984,237.42999267578125,2.594925880432129,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.594925880432129
74,2.350726976059377,16780980.8684548,88.71004486083984,237.42999267578125,2.595270872116089,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.595270872116089
75,2.3567269761115313,16780981.1718955,88.71004486083984,237.42999267578125,2.595658779144287,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.595658779144287
76,2.3627269761636853,16780981.4504145,88.71004486083984,237.42999267578125,2.596083879470825,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.596083879470825
77,2.3687269762158394,16780981.7443756,88.71004486083984,237.42999267578125,2.596541166305542,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.596541166305542
78,2.3747269762679935,16780982.0252421,88.71004486083984,237.42999267578125,2.5970253944396973,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.5970253944396973
79,2.3807269763201475,16780982.321531,88.71004486083984,237.42999267578125,2.597532272338867,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.597532272338867
80,2.3867269763723016,16780982.6029859,88.71004486083984,237.42999267578125,2.5980584621429443,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.5980584621429443
81,2.3927269764244556,16780982.8950821,88.71004486083984,237.42999267578125,2.598599433898926,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.598599433898926
82,2.3987269764766097,16780983.1729045,88.71004486083984,237.42999267578125,2.5991528034210205,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.5991528034210205
83,2.4047269765287638,16780983.4841315,88.71004486083984,237.42999267578125,2.599714994430542,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.599714994430542
84,2.410726976580918,16780983.7704296,88.71004486083984,237.42999267578125,2.6002838611602783,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6002838611602783
85,2.416726976633072,16780984.0710592,88.71004486083984,237.42999267578125,2.6008565425872803,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6008565425872803
86,2.422726976685226,16780984.3461253,88.71004486083984,237.42999267578125,2.601431131362915,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.601431131362915
87,2.42872697673738,16780984.6414416,88.71004486083984,237.42999267578125,2.6020054817199707,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6020054817199707
88,2.434726976789534,16780984.9168814,88.71004486083984,237.42999267578125,2.6025784015655518,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6025784015655518
89,2.440726976841688,16780985.2151764,88.71004486083984,237.42999267578125,2.6031477451324463,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6031477451324463
90,2.446726976893842,16780985.509403,88.71004486083984,237.42999267578125,2.603712797164917,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.603712797164917
91,2.4527269769459963,16780985.813238,88.71004486083984,237.42999267578125,2.604271411895752,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.604271411895752
92,2.4587269769981503,16780986.0948389,88.71004486083984,237.42999267578125,2.604823589324951,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.604823589324951
93,2.4647269770503044,16780986.3689405,88.71004486083984,237.42999267578125,2.605367660522461,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.605367660522461
94,2.4707269771024585,16780986.659291,88.71004486083984,237.42999267578125,2.605903148651123,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.605903148651123
95,2.4767269771546125,16780986.9597023,88.71004486083984,237.42999267578125,2.6064293384552,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6064293384552
96,2.4827269772067666,16780987.2580261,88.71004486083984,237.42999267578125,2.606945753097534,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.606945753097534
97,2.4887269772589207,16780987.5425313,88.71004486083984,237.42999267578125,2.6074516773223877,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6074516773223877
98,2.4947269773110747,16780987.8500571,88.71004486083984,237.42999267578125,2.6079466342926025,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6079466342926025
99,2.500726977363229,16780988.1367705,88.71004486083984,237.42999267578125,2.6084303855895996,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6084303855895996
100,2.506726977415383,16780988.4533947,88.71004486083984,237.42999267578125,2.608902931213379,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.608902931213379
101,2.512726977467537,16780988.7371308,88.71004486083984,237.42999267578125,2.609363555908203,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.609363555908203
102,2.518726977519691,16780989.030792,88.71004486083984,237.42999267578125,2.6098129749298096,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6098129749298096
103,2.524726977571845,16780989.3077792,88.71004486083984,237.42999267578125,2.610250234603882,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.610250234603882
104,2.530726977623999,16780989.6043982,88.71004486083984,237.42999267578125,2.61067533493042,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.61067533493042
105,2.536726977676153,16780989.8964296,88.71004486083984,237.42999267578125,2.611088752746582,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.611088752746582
106,2.5427269777283072,16780990.1776984,88.71004486083984,237.42999267578125,2.61149001121521,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.61149001121521
107,2.5487269777804613,16780990.4721199,88.71004486083984,237.42999267578125,2.611879825592041,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.611879825592041
108,2.5547269778326154,16780990.7533913,88.71004486083984,237.42999267578125,2.612257719039917,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.612257719039917
109,2.5607269778847694,16780991.058859,88.71004486083984,237.42999267578125,2.612623929977417,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.612623929977417
110,2.5667269779369235,16780991.3420603,88.71004486083984,237.42999267578125,2.61297869682312,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.61297869682312
111,2.5727269779890776,16780991.6379192,88.71004486083984,237.42999267578125,2.6133220195770264,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6133220195770264
112,2.5787269780412316,16780991.9364743,88.71004486083984,237.42999267578125,2.613654375076294,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.613654375076294
113,2.5847269780933857,16780992.2255733,88.71004486083984,237.42999267578125,2.613975763320923,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.613975763320923
114,2.5907269781455398,16780992.5081941,88.71004486083984,237.42999267578125,2.614286184310913,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.614286184310913
115,2.596726978197694,16780992.8047631,88.71004486083984,237.42999267578125,2.614586114883423,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.614586114883423
116,2.602726978249848,16780993.0840411,88.71004486083984,237.42999267578125,2.6148760318756104,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6148760318756104
117,2.608726978302002,16780993.3836591,88.71004486083984,237.42999267578125,2.6151556968688965,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6151556968688965
118,2.614726978354156,16780993.6652512,88.71004486083984,237.42999267578125,2.6154251098632812,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6154251098632812
119,2.62072697840631,16780993.9619159,88.71004486083984,237.42999267578125,2.61568546295166,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.61568546295166
120,2.626726978458464,16780994.2383876,88.71004486083984,237.42999267578125,2.615935802459717,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.615935802459717
121,2.632726978510618,16780994.5366952,88.71004486083984,237.42999267578125,2.616177558898926,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.616177558898926
122,2.6387269785627723,16780994.8188469,88.71004486083984,237.42999267578125,2.616410255432129,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.616410255432129
123,2.6447269786149263,16780995.1118364,88.71004486083984,237.42999267578125,2.6166343688964844,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6166343688964844
124,2.6507269786670804,16780995.3921949,88.71004486083984,237.42999267578125,2.616849899291992,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.616849899291992
125,2.6567269787192345,16780995.6840619,88.71004486083984,237.42999267578125,2.6170573234558105,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6170573234558105
126,2.6627269787713885,16780995.9944399,88.71004486083984,237.42999267578125,2.6172573566436768,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6172573566436768
127,2.6687269788235426,16780996.2826716,88.71004486083984,237.42999267578125,2.6174492835998535,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6174492835998535
128,2.6747269788756967,16780996.57548,88.71004486083984,237.42999267578125,2.617633581161499,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.617633581161499
129,2.6807269789278507,16780996.8646085,88.71004486083984,237.42999267578125,2.6178112030029297,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6178112030029297
130,2.686726978980005,16780997.1650656,88.71004486083984,237.42999267578125,2.617981433868408,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.617981433868408
131,2.692726979032159,16780997.4512414,88.71004486083984,237.42999267578125,2.61814546585083,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.61814546585083
132,2.698726979084313,16780997.7523906,88.71004486083984,237.42999267578125,2.618302583694458,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.618302583694458
133,2.704726979136467,16780998.0359523,88.71004486083984,237.42999267578125,2.61845326423645,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.61845326423645
134,2.710726979188621,16780998.346828,88.71004486083984,237.42999267578125,2.618598222732544,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.618598222732544
135,2.716726979240775,16780998.6213679,88.71004486083984,237.42999267578125,2.6187374591827393,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6187374591827393
136,2.722726979292929,16780998.9182942,88.71004486083984,237.42999267578125,2.618870735168457,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.618870735168457
137,2.7287269793450832,16780999.1949803,88.71004486083984,237.42999267578125,2.6189987659454346,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6189987659454346
138,2.7347269793972373,16780999.4852666,88.71004486083984,237.42999267578125,2.6191213130950928,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6191213130950928
139,2.7407269794493914,16780999.7654355,88.71004486083984,237.42999267578125,2.61923885345459,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.61923885345459
140,2.7467269795015454,16781000.0536614,88.71004486083984,237.42999267578125,2.619351863861084,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.619351863861084
141,2.7527269795536995,16781000.337844,88.71004486083984,237.42999267578125,2.619459867477417,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.619459867477417
142,2.7587269796058536,16781000.6504694,88.71004486083984,237.42999267578125,2.619563341140747,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.619563341140747
143,2.7647269796580076,16781000.9184286,88.71004486083984,237.42999267578125,2.6196625232696533,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6196625232696533
144,2.7707269797101617,16781001.2010996,88.71004486083984,237.42999267578125,2.619757652282715,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.619757652282715
145,2.7767269797623158,16781001.4781157,88.71004486083984,237.42999267578125,2.6198484897613525,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6198484897613525
146,2.78272697981447,16781001.7786995,88.71004486083984,237.42999267578125,2.6199355125427246,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6199355125427246
147,2.788726979866624,16781002.0611401,88.71004486083984,237.42999267578125,2.6200191974639893,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6200191974639893
148,2.794726979918778,16781002.3569507,88.71004486083984,237.42999267578125,2.620098829269409,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.620098829269409
149,2.800726979970932,16781002.6509529,88.71004486083984,237.42999267578125,2.620175361633301,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.620175361633301
150,2.806726980023086,16781002.9388987,88.71004486083984,237.42999267578125,2.620248317718506,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.620248317718506
151,2.81272698007524,16781003.2424446,88.71004486083984,237.42999267578125,2.620318651199341,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.620318651199341
152,2.818726980127394,16781003.5217444,88.71004486083984,237.42999267578125,2.6203854084014893,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6203854084014893
153,2.8247269801795483,16781003.8145027,88.71004486083984,237.42999267578125,2.6204490661621094,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6204490661621094
154,2.8307269802317023,16781004.1033426,88.71004486083984,237.42999267578125,2.6205105781555176,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6205105781555176
155,2.8367269802838564,16781004.4038613,88.71004486083984,237.42999267578125,2.6205689907073975,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6205689907073975
156,2.8427269803360105,16781004.6819249,88.71004486083984,237.42999267578125,2.6206250190734863,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6206250190734863
157,2.8487269803881645,16781004.9883422,88.71004486083984,237.42999267578125,2.620678424835205,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.620678424835205
158,2.8547269804403186,16781005.2656484,88.71004486083984,237.42999267578125,2.620729684829712,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.620729684829712
159,2.8607269804924726,16781005.5547507,88.71004486083984,237.42999267578125,2.6207785606384277,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6207785606384277
160,2.8667269805446267,16781005.8314263,88.71004486083984,237.42999267578125,2.6208250522613525,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6208250522613525
161,2.8727269805967808,16781006.1272461,88.71004486083984,237.42999267578125,2.6208696365356445,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6208696365356445
162,2.878726980648935,16781006.3999758,88.71004486083984,237.42999267578125,2.6209123134613037,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.6209123134613037
163,2.884726980701089,16781006.6979634,88.71004486083984,237.42999267578125,2.62095308303833,0.0,-179.9996337890625,0.0,-0.0021328699127991513,0.0007968958915342084,2.62095308303833
